Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id,Correlation_2023,Total Points A_2023,Total Points B_2023
PIT,Cody Glass,Erik Karlsson,0.69,4,11,Cody Glass-Erik Karlsson,,,
NYI,Adam Pelech,Brock Nelson,0.69,10,4,Adam Pelech-Brock Nelson,0.37,69.0,16.0
TOR,Jake McCabe,Oliver Ekman-Larsson,0.69,7,5,Jake McCabe-Oliver Ekman-Larsson,,,
PIT,Erik Karlsson,Kevin Hayes,0.69,4,11,Erik Karlsson-Kevin Hayes,,,
VAN,Danton Heinen,Quinn Hughes,0.69,8,17,Danton Heinen-Quinn Hughes,,,
FLA,Aaron Ekblad,Aleksander Barkov,0.69,17,7,Aaron Ekblad-Aleksander Barkov,-0.12,80.0,18.0
NYR,Filip Chytil,Jonny Brodzinski,0.68,2,9,Filip Chytil-Jonny Brodzinski,,19.0,6.0
PIT,Jesse Puljujarvi,Lars Eller,0.68,7,7,Jesse Puljujarvi-Lars Eller,-0.05,31.0,4.0
TOR,Nicholas Robertson,Simon Benoit,0.68,1,2,Nicholas Robertson-Simon Benoit,-0.03,27.0,5.0
TOR,David Kampf,Ryan Reaves,0.68,3,1,David Kampf-Ryan Reaves,0.41,19.0,6.0
TOR,Conor Timmins,Ryan Reaves,0.68,1,4,Conor Timmins-Ryan Reaves,-0.11,6.0,10.0
PHI,Nick Seeler,Sean Couturier,0.68,9,5,Nick Seeler-Sean Couturier,0.15,38.0,13.0
WPG,Alex Iafallo,Cole Perfetti,0.68,6,13,Alex Iafallo-Cole Perfetti,0.04,27.0,38.0
PHI,Cam York,Garnet Hathaway,0.68,7,3,Cam York-Garnet Hathaway,0.14,30.0,17.0
WPG,Neal Pionk,Vladislav Namestnikov,0.68,12,17,Neal Pionk-Vladislav Namestnikov,0.14,33.0,37.0
CHI,TJ Brodie,Wyatt Kaiser,0.68,2,1,TJ Brodie-Wyatt Kaiser,,,
BUF,Connor Clifton,Sam Lafferty,0.68,1,3,Connor Clifton-Sam Lafferty,,,
ANA,Pavel Mintyukov,Robby Fabbri,0.68,2,3,Pavel Mintyukov-Robby Fabbri,,,
DET,Jeff Petry,Patrick Kane,0.68,10,2,Jeff Petry-Patrick Kane,0.27,47.0,24.0
CGY,Martin Pospisil,Nazem Kadri,0.68,9,5,Martin Pospisil-Nazem Kadri,0.43,75.0,24.0
VGK,Brayden McNabb,Zach Whitecloud,0.68,2,1,Brayden McNabb-Zach Whitecloud,0.18,26.0,14.0
TOR,Ryan Reaves,Simon Benoit,0.68,1,2,Ryan Reaves-Simon Benoit,0.62,6.0,5.0
WPG,Morgan Barron,Rasmus Kupari,0.68,1,2,Morgan Barron-Rasmus Kupari,0.41,18.0,1.0
NYI,Bo Horvat,Oliver Wahlstrom,0.68,14,2,Bo Horvat-Oliver Wahlstrom,-0.21,68.0,6.0
PHI,Cam York,Ryan Poehling,0.68,6,3,Cam York-Ryan Poehling,0.19,30.0,28.0
CHI,Seth Jones,Teuvo Teravainen,0.68,8,10,Seth Jones-Teuvo Teravainen,,,
DET,Ben Chiarot,Erik Gustafsson,0.68,2,2,Ben Chiarot-Erik Gustafsson,,,
CGY,MacKenzie Weegar,Nazem Kadri,0.68,9,8,MacKenzie Weegar-Nazem Kadri,0.16,75.0,52.0
CGY,Connor Zary,Martin Pospisil,0.68,5,8,Connor Zary-Martin Pospisil,0.27,24.0,34.0
NSH,Filip Forsberg,Jonathan Marchessault,0.68,13,9,Filip Forsberg-Jonathan Marchessault,,,
PHI,Bobby Brink,Garnet Hathaway,0.67,8,7,Bobby Brink-Garnet Hathaway,,,
NSH,Mark Jankowski,Michael McCarron,0.67,1,3,Mark Jankowski-Michael McCarron,0.11,15.0,22.0
COL,Calvin de Haan,Miles Wood,0.67,1,2,Calvin de Haan-Miles Wood,,,
COL,John Ludvig,Nathan MacKinnon,0.67,33,2,John Ludvig-Nathan MacKinnon,,,
MIN,Brock Faber,Kirill Kaprizov,0.67,31,9,Brock Faber-Kirill Kaprizov,0.16,96.0,47.0
BUF,Connor Clifton,Mattias Samuelsson,0.67,3,1,Connor Clifton-Mattias Samuelsson,0.22,18.0,7.0
STL,Jake Neighbours,Pierre-Olivier Joseph,0.67,7,1,Jake Neighbours-Pierre-Olivier Joseph,,,
STL,Pierre-Olivier Joseph,Zack Bolduc,0.67,4,1,Pierre-Olivier Joseph-Zack Bolduc,,,
DET,Alex DeBrincat,Lucas Raymond,0.67,16,16,Alex DeBrincat-Lucas Raymond,0.3,67.0,72.0
OTT,Drake Batherson,Jake Sanderson,0.67,16,10,Drake Batherson-Jake Sanderson,0.16,66.0,38.0
BUF,Jack Quinn,Mattias Samuelsson,0.67,5,1,Jack Quinn-Mattias Samuelsson,0.46,19.0,7.0
CGY,Ryan Lomberg,Yegor Sharangovich,0.67,2,2,Ryan Lomberg-Yegor Sharangovich,,,
UTA,Kevin Stenlund,Maveric Lamoureux,0.67,2,2,Kevin Stenlund-Maveric Lamoureux,,,
CGY,Anthony Mantha,Brayden Pachal,0.67,7,1,Anthony Mantha-Brayden Pachal,,,
LAK,Akil Thomas,Warren Foegele,0.67,10,2,Akil Thomas-Warren Foegele,,,
SEA,Jared McCann,Jordan Eberle,0.67,11,21,Jared McCann-Jordan Eberle,0.43,44.0,62.0
TBL,Cam Atkinson,Emil Lilleberg,0.67,5,1,Cam Atkinson-Emil Lilleberg,,,
VGK,Brayden McNabb,Shea Theodore,0.67,2,13,Brayden McNabb-Shea Theodore,0.21,26.0,42.0
VGK,Alex Pietrangelo,Mark Stone,0.67,21,13,Alex Pietrangelo-Mark Stone,0.06,53.0,33.0
VGK,Mark Stone,Tomas Hertl,0.67,15,21,Mark Stone-Tomas Hertl,,38.0,53.0
NYR,Alexis Lafrenière,Jimmy Vesey,0.67,13,2,Alexis Lafrenière-Jimmy Vesey,-0.21,57.0,26.0
NYI,Anders Lee,Bo Horvat,0.67,14,13,Anders Lee-Bo Horvat,0.22,68.0,37.0
NYR,Jimmy Vesey,Reilly Smith,0.67,10,2,Jimmy Vesey-Reilly Smith,,,
NYR,Mika Zibanejad,Zac Jones,0.67,12,4,Mika Zibanejad-Zac Jones,0.07,72.0,9.0
WPG,Mason Appleton,Morgan Barron,0.66,1,10,Mason Appleton-Morgan Barron,0.02,36.0,18.0
FLA,Jonah Gadjovich,Uvis Balinskis,0.66,1,5,Jonah Gadjovich-Uvis Balinskis,,4.0,3.0
FLA,A.J. Greer,Jonah Gadjovich,0.66,1,5,A.J. Greer-Jonah Gadjovich,,,
BOS,Brandon Carlo,Elias Lindholm,0.66,9,3,Brandon Carlo-Elias Lindholm,,,
FLA,Eetu Luostarinen,Jonah Gadjovich,0.66,1,7,Eetu Luostarinen-Jonah Gadjovich,0.12,4.0,27.0
VGK,Alexander Holtz,Nicolas Hague,0.66,7,1,Alexander Holtz-Nicolas Hague,,,
VGK,Ivan Barbashev,Zach Whitecloud,0.66,17,1,Ivan Barbashev-Zach Whitecloud,-0.02,45.0,14.0
NYR,Kaapo Kakko,Will Cuylle,0.66,11,8,Kaapo Kakko-Will Cuylle,0.12,21.0,19.0
VAN,Aatu Raty,Nils Hoglander,0.66,5,1,Aatu Raty-Nils Hoglander,,,
OTT,Jacob Bernard-Docker,Zack MacEwen,0.66,3,2,Jacob Bernard-Docker-Zack MacEwen,0.43,3.0,14.0
CHI,Jason Dickinson,Joey Anderson,0.66,1,5,Jason Dickinson-Joey Anderson,,,
CHI,Joey Anderson,TJ Brodie,0.66,1,2,Joey Anderson-TJ Brodie,,,
BOS,David Pastrnak,Pavel Zacha,0.66,17,7,David Pastrnak-Pavel Zacha,0.41,110.0,59.0
CGY,Jake Bean,Jonathan Huberdeau,0.66,10,3,Jake Bean-Jonathan Huberdeau,,,
CGY,Ryan Lomberg,Tyson Barrie,0.66,2,2,Ryan Lomberg-Tyson Barrie,,,
MIN,Jakub Lauko,Marat Khusnutdinov,0.66,2,4,Jakub Lauko-Marat Khusnutdinov,,,
MTL,Kirby Dach,Nick Suzuki,0.66,8,18,Kirby Dach-Nick Suzuki,1.0,2.0,77.0
LAK,Adrian Kempe,Anze Kopitar,0.66,18,21,Adrian Kempe-Anze Kopitar,0.44,75.0,70.0
WSH,Alex Ovechkin,Aliaksei Protas,0.66,20,15,Alex Ovechkin-Aliaksei Protas,-0.03,65.0,29.0
CHI,Joey Anderson,Tyler Bertuzzi,0.66,1,6,Joey Anderson-Tyler Bertuzzi,,,
UTA,Barrett Hayton,Clayton Keller,0.66,8,15,Barrett Hayton-Clayton Keller,,,
PHI,Joel Farabee,Nicolas Deslauriers,0.65,1,8,Joel Farabee-Nicolas Deslauriers,0.19,4.0,50.0
WPG,Colin Miller,Haydn Fleury,0.65,1,7,Colin Miller-Haydn Fleury,,,
FLA,Eetu Luostarinen,Tomas Nosek,0.65,7,2,Eetu Luostarinen-Tomas Nosek,,,
PHI,Garnet Hathaway,Nicolas Deslauriers,0.65,1,7,Garnet Hathaway-Nicolas Deslauriers,0.35,17.0,4.0
CHI,Joey Anderson,Taylor Hall,0.65,1,6,Joey Anderson-Taylor Hall,,,
LAK,Kyle Burroughs,Tanner Jeannot,0.65,3,1,Kyle Burroughs-Tanner Jeannot,,,
BUF,Henri Jokiharju,Jiri Kulich,0.65,1,3,Henri Jokiharju-Jiri Kulich,,,
SJS,Jan Rutta,Macklin Celebrini,0.65,4,1,Jan Rutta-Macklin Celebrini,,,
NYI,Alexander Romanov,Kyle Palmieri,0.65,16,2,Alexander Romanov-Kyle Palmieri,0.08,54.0,22.0
CGY,Jonathan Huberdeau,Martin Pospisil,0.65,10,5,Jonathan Huberdeau-Martin Pospisil,0.06,52.0,24.0
NYI,Grant Hutton,Noah Dobson,0.65,8,2,Grant Hutton-Noah Dobson,,,
DET,Joe Veleno,Michael Rasmussen,0.65,4,2,Joe Veleno-Michael Rasmussen,-0.01,33.0,28.0
NYI,Jean-Gabriel Pageau,Mathew Barzal,0.65,5,9,Jean-Gabriel Pageau-Mathew Barzal,0.06,80.0,33.0
OTT,Shane Pinto,Zack MacEwen,0.65,3,3,Shane Pinto-Zack MacEwen,0.16,3.0,27.0
NYI,Alexander Romanov,Scott Mayfield,0.65,3,2,Alexander Romanov-Scott Mayfield,0.25,5.0,22.0
OTT,Artem Zub,Claude Giroux,0.65,12,2,Artem Zub-Claude Giroux,0.01,64.0,25.0
OTT,Artem Zub,Michael Amadio,0.65,4,2,Artem Zub-Michael Amadio,,,
NYI,Grant Hutton,Scott Mayfield,0.65,2,3,Grant Hutton-Scott Mayfield,,,
NYI,Grant Hutton,Oliver Wahlstrom,0.65,2,2,Grant Hutton-Oliver Wahlstrom,,,
STL,Oskar Sundqvist,Zack Bolduc,0.65,4,2,Oskar Sundqvist-Zack Bolduc,,,
SJS,Luke Kunin,Timothy Liljegren,0.65,6,1,Luke Kunin-Timothy Liljegren,,,
DET,Christian Fischer,Michael Rasmussen,0.65,2,4,Christian Fischer-Michael Rasmussen,,,
LAK,Andreas Englund,Jordan Spence,0.65,1,4,Andreas Englund-Jordan Spence,0.16,10.0,24.0
CHI,TJ Brodie,Taylor Hall,0.65,6,2,TJ Brodie-Taylor Hall,,,
TOR,David Kampf,Steven Lorentz,0.65,3,4,David Kampf-Steven Lorentz,,,
NYI,Matt Martin,Scott Mayfield,0.65,1,3,Matt Martin-Scott Mayfield,,,
PIT,Jack St. Ivany,Valtteri Puustinen,0.65,2,1,Jack St. Ivany-Valtteri Puustinen,,,
ANA,Brian Dumoulin,Olen Zellweger,0.65,5,7,Brian Dumoulin-Olen Zellweger,,,
NYR,Braden Schneider,Jonny Brodzinski,0.65,2,7,Braden Schneider-Jonny Brodzinski,-0.12,19.0,19.0
NYI,Brock Nelson,Dennis Cholowski,0.65,10,3,Brock Nelson-Dennis Cholowski,,,
NYR,Adam Fox,Jimmy Vesey,0.65,2,13,Adam Fox-Jimmy Vesey,-0.01,26.0,73.0
NJD,Stefan Noesen,Tomas Tatar,0.65,16,5,Stefan Noesen-Tomas Tatar,,,
NYI,Kyle MacLean,Matt Martin,0.65,2,1,Kyle MacLean-Matt Martin,,,
DAL,Matt Duchene,Miro Heiskanen,0.65,20,6,Matt Duchene-Miro Heiskanen,,,
NYI,Anders Lee,Mathew Barzal,0.65,5,13,Anders Lee-Mathew Barzal,0.17,80.0,37.0
NYR,Adam Edstrom,Jonny Brodzinski,0.65,2,2,Adam Edstrom-Jonny Brodzinski,-0.22,19.0,2.0
CAR,Sean Walker,Seth Jarvis,0.64,11,3,Sean Walker-Seth Jarvis,,,
CBJ,Kevin Labanc,Sean Kuraly,0.64,5,10,Kevin Labanc-Sean Kuraly,,,
WSH,Dylan Strome,Jakob Chychrun,0.64,24,7,Dylan Strome-Jakob Chychrun,,,
EDM,Vasily Podkolzin,Viktor Arvidsson,0.64,5,3,Vasily Podkolzin-Viktor Arvidsson,,,
STL,Jordan Kyrou,Pavel Buchnevich,0.64,11,15,Jordan Kyrou-Pavel Buchnevich,0.44,63.0,67.0
CGY,Brayden Pachal,Martin Pospisil,0.64,5,1,Brayden Pachal-Martin Pospisil,0.19,24.0,7.0
COL,Nathan MacKinnon,Ross Colton,0.64,9,33,Nathan MacKinnon-Ross Colton,0.25,40.0,140.0
CAR,Eric Robinson,Jesperi Kotkaniemi,0.64,10,9,Eric Robinson-Jesperi Kotkaniemi,,,
MIN,Declan Chisholm,Marcus Foligno,0.64,5,4,Declan Chisholm-Marcus Foligno,,22.0,9.0
SJS,Alexander Wennberg,Will Smith,0.64,4,7,Alexander Wennberg-Will Smith,,,
BUF,Alex Tuch,Peyton Krebs,0.64,6,17,Alex Tuch-Peyton Krebs,0.11,17.0,59.0
FLA,Aaron Ekblad,Sam Reinhart,0.64,28,7,Aaron Ekblad-Sam Reinhart,0.01,94.0,18.0
PIT,Cody Glass,Kevin Hayes,0.64,4,4,Cody Glass-Kevin Hayes,,,
CBJ,Dmitri Voronkov,Sean Monahan,0.64,13,3,Dmitri Voronkov-Sean Monahan,,,
CAR,Jack Roslovic,Jalen Chatfield,0.63,10,4,Jack Roslovic-Jalen Chatfield,,,
CAR,Jordan Martinook,Seth Jarvis,0.63,11,11,Jordan Martinook-Seth Jarvis,,,
TBL,Brandon Hagel,Conor Geekie,0.63,3,17,Brandon Hagel-Conor Geekie,,,
NJD,Dawson Mercer,Stefan Noesen,0.63,11,16,Dawson Mercer-Stefan Noesen,,,
PIT,Blake Lizotte,Lars Eller,0.63,2,7,Blake Lizotte-Lars Eller,,,
ANA,Brock McGinn,Cam Fowler,0.63,6,2,Brock McGinn-Cam Fowler,-0.22,3.0,39.0
VAN,Brock Boeser,Daniel Sprong,0.63,3,11,Brock Boeser-Daniel Sprong,,,
VAN,Carson Soucy,Pius Suter,0.63,8,1,Carson Soucy-Pius Suter,0.18,29.0,6.0
CBJ,Kirill Marchenko,Yegor Chinakhov,0.63,11,16,Kirill Marchenko-Yegor Chinakhov,0.36,29.0,42.0
CBJ,Adam Fantilli,Mikael Pyyhtia,0.63,8,1,Adam Fantilli-Mikael Pyyhtia,,,
MIN,Kirill Kaprizov,Mats Zuccarello,0.63,31,14,Kirill Kaprizov-Mats Zuccarello,0.54,96.0,63.0
PHI,Egor Zamula,Matvei Michkov,0.63,15,6,Egor Zamula-Matvei Michkov,,,
BOS,Cole Koepke,Nikita Zadorov,0.63,8,5,Cole Koepke-Nikita Zadorov,,,
CGY,Brayden Pachal,Connor Zary,0.63,8,1,Brayden Pachal-Connor Zary,0.2,34.0,7.0
MIN,Joel Eriksson Ek,Jonas Brodin,0.63,8,6,Joel Eriksson Ek-Jonas Brodin,0.21,27.0,64.0
LAK,Alex Turcotte,Kyle Burroughs,0.63,5,1,Alex Turcotte-Kyle Burroughs,,,
BUF,Beck Malenstyn,Peyton Krebs,0.63,6,3,Beck Malenstyn-Peyton Krebs,,,
BOS,Brandon Carlo,Nikita Zadorov,0.63,3,5,Brandon Carlo-Nikita Zadorov,,,
CGY,Kevin Bahl,Yegor Sharangovich,0.62,2,6,Kevin Bahl-Yegor Sharangovich,,,
BUF,Connor Clifton,Peyton Krebs,0.62,6,3,Connor Clifton-Peyton Krebs,0.19,17.0,18.0
SEA,Brandon Montour,Jamie Oleksiak,0.62,11,5,Brandon Montour-Jamie Oleksiak,,,
DAL,Esa Lindell,Jamie Benn,0.62,8,7,Esa Lindell-Jamie Benn,-0.03,60.0,26.0
VAN,Erik Brannstrom,J.T. Miller,0.62,16,5,Erik Brannstrom-J.T. Miller,,,
CHI,Jason Dickinson,Ryan Donato,0.62,5,11,Jason Dickinson-Ryan Donato,-0.12,35.0,30.0
DAL,Matt Duchene,Tyler Seguin,0.62,20,14,Matt Duchene-Tyler Seguin,,,
DAL,Evgenii Dadonov,Thomas Harley,0.62,7,8,Evgenii Dadonov-Thomas Harley,0.07,23.0,47.0
SEA,Brandon Montour,Oliver Bjorkstrand,0.62,8,11,Brandon Montour-Oliver Bjorkstrand,,,
NJD,Luke Hughes,Nico Hischier,0.62,20,2,Luke Hughes-Nico Hischier,0.15,67.0,47.0
DET,Jonatan Berggren,Vladimir Tarasenko,0.62,3,6,Jonatan Berggren-Vladimir Tarasenko,,,
BOS,John Beecher,Mason Lohrei,0.62,6,6,John Beecher-Mason Lohrei,0.37,10.0,13.0
WSH,Dylan McIlrath,Rasmus Sandin,0.62,2,9,Dylan McIlrath-Rasmus Sandin,,,
OTT,Drake Batherson,Josh Norris,0.62,16,12,Drake Batherson-Josh Norris,0.34,66.0,30.0
VAN,Kiefer Sherwood,Teddy Blueger,0.62,9,8,Kiefer Sherwood-Teddy Blueger,,,
LAK,Anze Kopitar,Kyle Burroughs,0.62,21,1,Anze Kopitar-Kyle Burroughs,,,
STL,Jake Neighbours,Mathieu Joseph,0.62,4,7,Jake Neighbours-Mathieu Joseph,,,
PHI,Owen Tippett,Travis Konecny,0.61,22,9,Owen Tippett-Travis Konecny,-0.06,68.0,53.0
COL,Joel Kiviranta,John Ludvig,0.61,5,2,Joel Kiviranta-John Ludvig,,,
VGK,Alex Pietrangelo,Nicolas Hague,0.61,1,13,Alex Pietrangelo-Nicolas Hague,0.0,12.0,33.0
SEA,Tye Kartye,Yanni Gourde,0.61,6,4,Tye Kartye-Yanni Gourde,0.26,33.0,20.0
SEA,Brandon Tanev,Yanni Gourde,0.61,6,8,Brandon Tanev-Yanni Gourde,0.42,33.0,16.0
SEA,Andre Burakovsky,Yanni Gourde,0.61,8,6,Andre Burakovsky-Yanni Gourde,0.31,16.0,33.0
COL,Mikko Rantanen,Nathan MacKinnon,0.61,33,25,Mikko Rantanen-Nathan MacKinnon,0.47,140.0,104.0
COL,John Ludvig,Sam Malinski,0.61,2,4,John Ludvig-Sam Malinski,,,
ANA,Radko Gudas,Urho Vaakanainen,0.61,2,1,Radko Gudas-Urho Vaakanainen,,,
UTA,Jack McBain,Maveric Lamoureux,0.61,7,2,Jack McBain-Maveric Lamoureux,,,
NYI,Anthony Duclair,Kyle Palmieri,0.61,3,16,Anthony Duclair-Kyle Palmieri,,,
NYI,Matt Martin,Oliver Wahlstrom,0.61,1,2,Matt Martin-Oliver Wahlstrom,,,
OTT,Drake Batherson,Shane Pinto,0.61,16,3,Drake Batherson-Shane Pinto,0.2,66.0,27.0
MTL,Jake Evans,Lucas Condotta,0.61,1,8,Jake Evans-Lucas Condotta,,,
NYI,Adam Pelech,Ryan Pulock,0.61,4,7,Adam Pelech-Ryan Pulock,0.24,16.0,19.0
MTL,Cole Caufield,Lucas Condotta,0.61,15,1,Cole Caufield-Lucas Condotta,,,
UTA,Alexander Kerfoot,Clayton Keller,0.61,15,5,Alexander Kerfoot-Clayton Keller,,,
LAK,Adrian Kempe,Kyle Burroughs,0.61,18,1,Adrian Kempe-Kyle Burroughs,,,
VGK,Nicolas Hague,Tanner Pearson,0.61,7,1,Nicolas Hague-Tanner Pearson,,,
CBJ,David Jiricek,Yegor Chinakhov,0.61,11,1,David Jiricek-Yegor Chinakhov,,,
NYI,Anthony Duclair,Mathew Barzal,0.61,5,3,Anthony Duclair-Mathew Barzal,,,
BOS,Cole Koepke,Mark Kastelic,0.61,7,8,Cole Koepke-Mark Kastelic,,,
FLA,Evan Rodrigues,Jonah Gadjovich,0.61,1,10,Evan Rodrigues-Jonah Gadjovich,0.02,4.0,39.0
NYI,Anthony Duclair,Bo Horvat,0.61,3,14,Anthony Duclair-Bo Horvat,,,
CHI,Connor Bedard,Taylor Hall,0.61,13,6,Connor Bedard-Taylor Hall,-0.19,61.0,4.0
NYI,Anthony Duclair,Maxim Tsyplakov,0.61,3,10,Anthony Duclair-Maxim Tsyplakov,,,
NYI,Bo Horvat,Scott Mayfield,0.6,14,3,Bo Horvat-Scott Mayfield,0.09,68.0,5.0
LAK,Brandt Clarke,Kevin Fiala,0.6,12,13,Brandt Clarke-Kevin Fiala,-0.27,73.0,6.0
NYI,Adam Pelech,Mathew Barzal,0.6,5,4,Adam Pelech-Mathew Barzal,-0.02,80.0,16.0
ANA,Frank Vatrano,Mason McTavish,0.6,8,7,Frank Vatrano-Mason McTavish,0.49,42.0,60.0
WSH,Hendrix Lapierre,Jakub Vrana,0.6,2,6,Hendrix Lapierre-Jakub Vrana,,,
MTL,Juraj Slafkovsky,Nick Suzuki,0.6,11,18,Juraj Slafkovsky-Nick Suzuki,0.37,77.0,50.0
STL,Nathan Walker,Ryan Suter,0.6,4,4,Nathan Walker-Ryan Suter,,,
UTA,Jack McBain,Nick Bjugstad,0.6,4,7,Jack McBain-Nick Bjugstad,,,
UTA,Jack McBain,Michael Kesselring,0.6,7,9,Jack McBain-Michael Kesselring,,,
NYR,Artemi Panarin,Vincent Trocheck,0.6,23,10,Artemi Panarin-Vincent Trocheck,0.4,120.0,77.0
SEA,Andre Burakovsky,Jared McCann,0.6,8,21,Andre Burakovsky-Jared McCann,0.35,16.0,62.0
VGK,Kaedan Korczak,Tomas Hertl,0.6,15,3,Kaedan Korczak-Tomas Hertl,,38.0,9.0
EDM,Brett Kulak,Connor Brown,0.6,5,7,Brett Kulak-Connor Brown,,,
OTT,Brady Tkachuk,Josh Norris,0.6,12,19,Brady Tkachuk-Josh Norris,0.19,30.0,74.0
BUF,Beck Malenstyn,Connor Clifton,0.6,3,3,Beck Malenstyn-Connor Clifton,,,
NJD,Erik Haula,Tomas Tatar,0.6,9,5,Erik Haula-Tomas Tatar,,,
VGK,Cole Schwindt,Nicolas Roy,0.6,12,5,Cole Schwindt-Nicolas Roy,,,
VAN,Elias Pettersson,Erik Brannstrom,0.6,10,5,Elias Pettersson-Erik Brannstrom,,,
CGY,Kevin Bahl,Tyson Barrie,0.6,6,2,Kevin Bahl-Tyson Barrie,,,
ANA,Brian Dumoulin,Ross Johnston,0.59,3,5,Brian Dumoulin-Ross Johnston,,,
NJD,Johnathan Kovacevic,Nathan Bastian,0.59,5,6,Johnathan Kovacevic-Nathan Bastian,,,
SEA,Adam Larsson,Oliver Bjorkstrand,0.59,8,3,Adam Larsson-Oliver Bjorkstrand,0.25,59.0,18.0
COL,Casey Mittelstadt,Nikolai Kovalenko,0.59,7,16,Casey Mittelstadt-Nikolai Kovalenko,,,
VGK,Shea Theodore,Zach Whitecloud,0.59,13,1,Shea Theodore-Zach Whitecloud,0.08,14.0,42.0
BOS,Elias Lindholm,Nikita Zadorov,0.59,9,5,Elias Lindholm-Nikita Zadorov,,,
NSH,Cole Smith,Michael McCarron,0.59,3,3,Cole Smith-Michael McCarron,0.15,22.0,23.0
MIN,Marcus Johansson,Matt Boldy,0.59,18,4,Marcus Johansson-Matt Boldy,0.19,30.0,69.0
TOR,Bobby McMann,Oliver Ekman-Larsson,0.59,7,7,Bobby McMann-Oliver Ekman-Larsson,,,
NYI,Kyle Palmieri,Ryan Pulock,0.58,16,7,Kyle Palmieri-Ryan Pulock,0.03,54.0,19.0
FLA,Dmitry Kulikov,Niko Mikkola,0.58,5,8,Dmitry Kulikov-Niko Mikkola,,,
EDM,Vasily Podkolzin,Zach Hyman,0.58,8,3,Vasily Podkolzin-Zach Hyman,,,
UTA,Michael Kesselring,Sean Durzi,0.58,2,9,Michael Kesselring-Sean Durzi,,,
SEA,Jordan Eberle,Vince Dunn,0.58,11,3,Jordan Eberle-Vince Dunn,0.07,44.0,46.0
CGY,Andrei Kuzmenko,Matt Coronato,0.58,7,9,Andrei Kuzmenko-Matt Coronato,,,
SJS,Alexander Wennberg,Jack Thompson,0.58,7,5,Alexander Wennberg-Jack Thompson,,,
EDM,Mattias Janmark,Zach Hyman,0.58,8,8,Mattias Janmark-Zach Hyman,,,
UTA,Ian Cole,Sean Durzi,0.58,6,2,Ian Cole-Sean Durzi,,,
OTT,Brady Tkachuk,Shane Pinto,0.58,3,19,Brady Tkachuk-Shane Pinto,0.27,27.0,74.0
BUF,Henri Jokiharju,Ryan McLeod,0.58,12,3,Henri Jokiharju-Ryan McLeod,,,
MTL,Cole Caufield,Juraj Slafkovsky,0.58,15,11,Cole Caufield-Juraj Slafkovsky,0.19,65.0,50.0
CBJ,Kirill Marchenko,Zach Werenski,0.58,16,13,Kirill Marchenko-Zach Werenski,0.11,42.0,57.0
CBJ,Kirill Marchenko,Sean Monahan,0.58,16,13,Kirill Marchenko-Sean Monahan,,,
CBJ,Jake Christiansen,Kirill Marchenko,0.58,16,5,Jake Christiansen-Kirill Marchenko,,,
BOS,Cole Koepke,Elias Lindholm,0.58,8,9,Cole Koepke-Elias Lindholm,,,
EDM,Evan Bouchard,Mattias Ekholm,0.58,10,10,Evan Bouchard-Mattias Ekholm,0.2,82.0,45.0
BUF,Rasmus Dahlin,Tage Thompson,0.58,18,16,Rasmus Dahlin-Tage Thompson,0.3,56.0,59.0
PIT,Kevin Hayes,Marcus Pettersson,0.58,4,8,Kevin Hayes-Marcus Pettersson,,,
NSH,Juuso Parssinen,Mark Jankowski,0.58,1,5,Juuso Parssinen-Mark Jankowski,,,
BOS,Brandon Carlo,John Beecher,0.58,6,3,Brandon Carlo-John Beecher,0.02,10.0,14.0
TBL,Nikita Kucherov,Victor Hedman,0.58,26,16,Nikita Kucherov-Victor Hedman,0.38,144.0,76.0
CGY,Jake Bean,Nazem Kadri,0.58,9,3,Jake Bean-Nazem Kadri,,,
CGY,Anthony Mantha,Kevin Bahl,0.58,7,6,Anthony Mantha-Kevin Bahl,,,
NSH,Alexandre Carrier,Cole Smith,0.58,3,5,Alexandre Carrier-Cole Smith,,,
SEA,Eeli Tolvanen,Vince Dunn,0.58,6,3,Eeli Tolvanen-Vince Dunn,-0.05,41.0,46.0
SEA,Andre Burakovsky,Vince Dunn,0.58,8,3,Andre Burakovsky-Vince Dunn,0.49,16.0,46.0
WPG,Dylan Samberg,Nino Niederreiter,0.58,12,6,Dylan Samberg-Nino Niederreiter,0.06,18.0,34.0
VGK,Keegan Kolesar,Nicolas Roy,0.57,8,12,Keegan Kolesar-Nicolas Roy,0.25,18.0,41.0
SEA,Jared McCann,Oliver Bjorkstrand,0.57,8,21,Jared McCann-Oliver Bjorkstrand,0.22,59.0,62.0
DET,Andrew Copp,Joe Veleno,0.57,7,2,Andrew Copp-Joe Veleno,-0.02,33.0,28.0
CBJ,Ivan Provorov,Jake Christiansen,0.57,5,5,Ivan Provorov-Jake Christiansen,,,
TBL,Anthony Cirelli,Conor Geekie,0.57,16,3,Anthony Cirelli-Conor Geekie,,,
DET,Andrew Copp,Christian Fischer,0.57,7,2,Andrew Copp-Christian Fischer,,,
UTA,Kevin Stenlund,Nick Schmaltz,0.57,12,2,Kevin Stenlund-Nick Schmaltz,,,
WSH,Dylan Strome,Tom Wilson,0.57,24,13,Dylan Strome-Tom Wilson,0.26,67.0,35.0
DAL,Ilya Lyubushkin,Sam Steel,0.57,7,5,Ilya Lyubushkin-Sam Steel,,,
