Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id
MIN,Marcus Foligno,Mats Zuccarello,0.06,22,63,Marcus Foligno-Mats Zuccarello
COL,Ross Colton,Ryan Johansen,0.06,40,23,Ross Colton-Ryan Johansen
VAN,Filip Hronek,Pius Suter,0.06,29,48,Filip Hronek-Pius Suter
MIN,Connor Dewar,Kirill Kaprizov,0.06,96,19,Connor Dewar-Kirill Kaprizov
CBJ,Adam Fantilli,Ivan Provorov,0.06,27,32,Adam Fantilli-Ivan Provorov
VAN,Dakota Joshua,J.T. Miller,0.06,32,103,Dakota Joshua-J.T. Miller
WPG,David Gustafsson,Dylan Samberg,0.06,7,18,David Gustafsson-Dylan Samberg
VAN,Filip Hronek,Tyler Myers,0.06,48,29,Filip Hronek-Tyler Myers
NSH,Dante Fabbro,Gustav Nyquist,0.06,75,13,Dante Fabbro-Gustav Nyquist
NJD,Dawson Mercer,Timo Meier,0.05,33,52,Dawson Mercer-Timo Meier
LAK,Alex Laferriere,Mikey Anderson,0.05,23,18,Alex Laferriere-Mikey Anderson
TOR,John Tavares,Morgan Rielly,0.05,65,58,John Tavares-Morgan Rielly
CGY,Mikael Backlund,Nazem Kadri,0.05,39,75,Mikael Backlund-Nazem Kadri
NYI,Adam Pelech,Simon Holmstrom,0.05,25,16,Adam Pelech-Simon Holmstrom
VAN,Ilya Mikheyev,Noah Juulsen,0.05,31,7,Ilya Mikheyev-Noah Juulsen
STL,Nathan Walker,Torey Krug,0.05,13,39,Nathan Walker-Torey Krug
VGK,Alex Pietrangelo,Noah Hanifin,0.05,47,33,Alex Pietrangelo-Noah Hanifin
NYI,Brock Nelson,Noah Dobson,0.05,69,70,Brock Nelson-Noah Dobson
NJD,Curtis Lazar,Jack Hughes,0.05,74,25,Curtis Lazar-Jack Hughes
NJD,Erik Haula,Jonas Siegenthaler,0.05,35,9,Erik Haula-Jonas Siegenthaler
WPG,Cole Perfetti,Gabriel Vilardi,0.05,36,38,Cole Perfetti-Gabriel Vilardi
BUF,Jordan Greenway,Tage Thompson,0.05,28,56,Jordan Greenway-Tage Thompson
LAK,Adrian Kempe,Trevor Moore,0.05,75,57,Adrian Kempe-Trevor Moore
CGY,Jonathan Huberdeau,Nikita Okhotiuk,0.05,52,9,Jonathan Huberdeau-Nikita Okhotiuk
CGY,Blake Coleman,Jonathan Huberdeau,0.05,54,52,Blake Coleman-Jonathan Huberdeau
NJD,Curtis Lazar,Jesper Bratt,0.05,83,25,Curtis Lazar-Jesper Bratt
TOR,Morgan Rielly,Nicholas Robertson,0.05,27,58,Morgan Rielly-Nicholas Robertson
NYR,Braden Schneider,Zac Jones,0.05,9,19,Braden Schneider-Zac Jones
CAR,Jaccob Slavin,Jalen Chatfield,0.05,22,37,Jaccob Slavin-Jalen Chatfield
CAR,Brent Burns,Michael Bunting,0.05,43,55,Brent Burns-Michael Bunting
SEA,Matty Beniers,Tye Kartye,0.05,37,20,Matty Beniers-Tye Kartye
SEA,Brandon Tanev,Matty Beniers,0.05,37,16,Brandon Tanev-Matty Beniers
VAN,Nils Hoglander,Noah Juulsen,0.05,36,7,Nils Hoglander-Noah Juulsen
DET,Jeff Petry,Robby Fabbri,0.05,32,24,Jeff Petry-Robby Fabbri
SJS,Henry Thrun,Marc-Edouard Vlasic,0.05,11,12,Henry Thrun-Marc-Edouard Vlasic
MIN,Mats Zuccarello,Vinni Lettieri,0.05,63,9,Mats Zuccarello-Vinni Lettieri
MIN,Vinni Lettieri,Zach Bogosian,0.05,14,9,Vinni Lettieri-Zach Bogosian
WPG,Axel Jonsson-Fjallby,Nikolaj Ehlers,0.05,61,5,Axel Jonsson-Fjallby-Nikolaj Ehlers
WPG,Cole Perfetti,Morgan Barron,0.05,18,38,Cole Perfetti-Morgan Barron
DET,Joe Veleno,Lucas Raymond,0.05,72,28,Joe Veleno-Lucas Raymond
NYR,Braden Schneider,Jacob Trouba,0.05,19,22,Braden Schneider-Jacob Trouba
MIN,Jake Middleton,Zach Bogosian,0.05,14,25,Jake Middleton-Zach Bogosian
VGK,Jack Eichel,Zach Whitecloud,0.05,68,14,Jack Eichel-Zach Whitecloud
NSH,Filip Forsberg,Michael McCarron,0.05,94,22,Filip Forsberg-Michael McCarron
NSH,Michael McCarron,Roman Josi,0.05,22,85,Michael McCarron-Roman Josi
NSH,Gustav Nyquist,Mark Jankowski,0.05,15,75,Gustav Nyquist-Mark Jankowski
BUF,Casey Mittelstadt,Henri Jokiharju,0.05,20,57,Casey Mittelstadt-Henri Jokiharju
COL,Devon Toews,Mikko Rantanen,0.05,104,50,Devon Toews-Mikko Rantanen
NYR,K'Andre Miller,Zac Jones,0.05,9,30,K'Andre Miller-Zac Jones
WSH,Beck Malenstyn,Tom Wilson,0.05,21,35,Beck Malenstyn-Tom Wilson
WPG,Mason Appleton,Nate Schmidt,0.05,36,14,Mason Appleton-Nate Schmidt
WPG,Gabriel Vilardi,Mason Appleton,0.05,36,36,Gabriel Vilardi-Mason Appleton
VGK,Keegan Kolesar,Shea Theodore,0.05,18,42,Keegan Kolesar-Shea Theodore
DET,Andrew Copp,Lucas Raymond,0.05,33,72,Andrew Copp-Lucas Raymond
NJD,Luke Hughes,Nathan Bastian,0.05,12,47,Luke Hughes-Nathan Bastian
NJD,Jesper Bratt,Nathan Bastian,0.05,12,83,Jesper Bratt-Nathan Bastian
BUF,Bowen Byram,Rasmus Dahlin,0.05,29,59,Bowen Byram-Rasmus Dahlin
CGY,Connor Zary,Yegor Sharangovich,0.05,59,34,Connor Zary-Yegor Sharangovich
COL,Josh Manson,Nathan MacKinnon,0.05,140,25,Josh Manson-Nathan MacKinnon
NSH,Cole Smith,Luke Evangelista,0.05,39,23,Cole Smith-Luke Evangelista
PHI,Cam York,Owen Tippett,0.05,30,53,Cam York-Owen Tippett
PHI,Nicolas Deslauriers,Travis Konecny,0.05,4,68,Nicolas Deslauriers-Travis Konecny
ANA,Brock McGinn,Radko Gudas,0.05,3,18,Brock McGinn-Radko Gudas
ANA,Brock McGinn,Ryan Strome,0.05,3,41,Brock McGinn-Ryan Strome
ANA,Isac Lundestrom,Troy Terry,0.05,11,54,Isac Lundestrom-Troy Terry
VGK,Ben Hutton,Paul Cotter,0.05,25,10,Ben Hutton-Paul Cotter
LAK,Pierre-Luc Dubois,Quinton Byfield,0.05,55,40,Pierre-Luc Dubois-Quinton Byfield
LAK,Mikey Anderson,Quinton Byfield,0.05,55,18,Mikey Anderson-Quinton Byfield
WPG,Axel Jonsson-Fjallby,Nino Niederreiter,0.05,5,34,Axel Jonsson-Fjallby-Nino Niederreiter
TOR,Matthew Knies,Morgan Rielly,0.05,35,58,Matthew Knies-Morgan Rielly
STL,Alexey Toropchenko,Kevin Hayes,0.05,29,21,Alexey Toropchenko-Kevin Hayes
SJS,Jan Rutta,Mario Ferraro,0.05,21,19,Jan Rutta-Mario Ferraro
TOR,Calle Jarnkrok,Jake McCabe,0.05,21,28,Calle Jarnkrok-Jake McCabe
FLA,Aleksander Barkov,Eetu Luostarinen,0.05,80,27,Aleksander Barkov-Eetu Luostarinen
TBL,Brayden Point,Luke Glendening,0.05,11,90,Brayden Point-Luke Glendening
TBL,Anthony Cirelli,Nick Perbix,0.05,45,24,Anthony Cirelli-Nick Perbix
WPG,Nikolaj Ehlers,Nino Niederreiter,0.05,61,34,Nikolaj Ehlers-Nino Niederreiter
TBL,Darren Raddysh,Nikita Kucherov,0.05,144,33,Darren Raddysh-Nikita Kucherov
FLA,Niko Mikkola,Sam Bennett,0.05,41,17,Niko Mikkola-Sam Bennett
CAR,Martin Necas,Seth Jarvis,0.05,67,53,Martin Necas-Seth Jarvis
OTT,Josh Norris,Mathieu Joseph,0.05,35,30,Josh Norris-Mathieu Joseph
OTT,Jacob Bernard-Docker,Thomas Chabot,0.05,14,30,Jacob Bernard-Docker-Thomas Chabot
FLA,Aaron Ekblad,Carter Verhaeghe,0.05,72,18,Aaron Ekblad-Carter Verhaeghe
SJS,Nico Sturm,William Eklund,0.05,45,13,Nico Sturm-William Eklund
FLA,Eetu Luostarinen,Evan Rodrigues,0.05,27,39,Eetu Luostarinen-Evan Rodrigues
OTT,Jacob Bernard-Docker,Ridly Greig,0.05,26,14,Jacob Bernard-Docker-Ridly Greig
ANA,Frank Vatrano,Leo Carlsson,0.05,29,60,Frank Vatrano-Leo Carlsson
FLA,Anton Lundell,Carter Verhaeghe,0.05,35,72,Anton Lundell-Carter Verhaeghe
PIT,Evgeni Malkin,Kris Letang,0.05,67,51,Evgeni Malkin-Kris Letang
CHI,Jason Dickinson,Philipp Kurashev,0.05,35,54,Jason Dickinson-Philipp Kurashev
PIT,Reilly Smith,Sidney Crosby,0.05,94,40,Reilly Smith-Sidney Crosby
PIT,Drew O'Connor,Evgeni Malkin,0.05,67,33,Drew O'Connor-Evgeni Malkin
NYI,Jean-Gabriel Pageau,Kyle Palmieri,0.05,33,54,Jean-Gabriel Pageau-Kyle Palmieri
EDM,Connor McDavid,Evander Kane,0.05,44,132,Connor McDavid-Evander Kane
NYI,Alexander Romanov,Anders Lee,0.05,37,22,Alexander Romanov-Anders Lee
NYI,Adam Pelech,Alexander Romanov,0.05,16,22,Adam Pelech-Alexander Romanov
PIT,Evgeni Malkin,Matt Nieto,0.04,67,4,Evgeni Malkin-Matt Nieto
CHI,Andreas Athanasiou,Jason Dickinson,0.04,9,35,Andreas Athanasiou-Jason Dickinson
MIN,Joel Eriksson Ek,Vinni Lettieri,0.04,9,64,Joel Eriksson Ek-Vinni Lettieri
MIN,Marcus Foligno,Vinni Lettieri,0.04,9,22,Marcus Foligno-Vinni Lettieri
EDM,Cody Ceci,Evander Kane,0.04,44,25,Cody Ceci-Evander Kane
NYI,Anders Lee,Ryan Pulock,0.04,37,19,Anders Lee-Ryan Pulock
NYI,Anders Lee,Oliver Wahlstrom,0.04,37,6,Anders Lee-Oliver Wahlstrom
OTT,Brady Tkachuk,Travis Hamonic,0.04,74,6,Brady Tkachuk-Travis Hamonic
OTT,Tim Stützle,Travis Hamonic,0.04,70,6,Tim Stützle-Travis Hamonic
NYI,Jean-Gabriel Pageau,Kyle MacLean,0.04,9,33,Jean-Gabriel Pageau-Kyle MacLean
EDM,Leon Draisaitl,Mattias Ekholm,0.04,45,106,Leon Draisaitl-Mattias Ekholm
CBJ,Adam Boqvist,Mathieu Olivier,0.04,12,10,Adam Boqvist-Mathieu Olivier
SJS,Klim Kostin,Mario Ferraro,0.04,14,21,Klim Kostin-Mario Ferraro
TBL,Brayden Point,Nick Perbix,0.04,90,24,Brayden Point-Nick Perbix
WSH,Dylan Strome,Ethan Bear,0.04,67,4,Dylan Strome-Ethan Bear
CHI,Connor Murphy,Philipp Kurashev,0.04,54,8,Connor Murphy-Philipp Kurashev
VAN,Filip Hronek,Nils Hoglander,0.04,36,48,Filip Hronek-Nils Hoglander
CAR,Brendan Lemieux,Brent Burns,0.04,5,43,Brendan Lemieux-Brent Burns
MTL,Brendan Gallagher,Mike Matheson,0.04,31,62,Brendan Gallagher-Mike Matheson
WPG,Alex Iafallo,Axel Jonsson-Fjallby,0.04,27,5,Alex Iafallo-Axel Jonsson-Fjallby
WPG,Mark Scheifele,Nikolaj Ehlers,0.04,61,72,Mark Scheifele-Nikolaj Ehlers
PHI,Garnet Hathaway,Scott Laughton,0.04,17,39,Garnet Hathaway-Scott Laughton
EDM,Cody Ceci,Evan Bouchard,0.04,82,25,Cody Ceci-Evan Bouchard
VGK,Brayden McNabb,Mason Morelli,0.04,4,26,Brayden McNabb-Mason Morelli
CGY,Kevin Rooney,Mikael Backlund,0.04,39,4,Kevin Rooney-Mikael Backlund
CGY,Blake Coleman,Nazem Kadri,0.04,54,75,Blake Coleman-Nazem Kadri
STL,Colton Parayko,Scott Perunovich,0.04,26,17,Colton Parayko-Scott Perunovich
LAK,Adrian Kempe,Alex Laferriere,0.04,75,23,Adrian Kempe-Alex Laferriere
NYR,Mika Zibanejad,Will Cuylle,0.04,21,72,Mika Zibanejad-Will Cuylle
LAK,Adrian Kempe,Phillip Danault,0.04,75,47,Adrian Kempe-Phillip Danault
SJS,Fabian Zetterlund,Ty Emberson,0.04,44,10,Fabian Zetterlund-Ty Emberson
COL,Bowen Byram,Mikko Rantanen,0.04,29,104,Bowen Byram-Mikko Rantanen
SJS,Mario Ferraro,Tomas Hertl,0.04,21,38,Mario Ferraro-Tomas Hertl
TOR,Connor Dewar,Timothy Liljegren,0.04,19,23,Connor Dewar-Timothy Liljegren
STL,Kevin Hayes,Oskar Sundqvist,0.04,29,21,Kevin Hayes-Oskar Sundqvist
EDM,Darnell Nurse,Leon Draisaitl,0.04,32,106,Darnell Nurse-Leon Draisaitl
WPG,Alex Iafallo,Cole Perfetti,0.04,27,38,Alex Iafallo-Cole Perfetti
COL,Bowen Byram,Devon Toews,0.04,29,50,Bowen Byram-Devon Toews
MIN,Jake Middleton,Marcus Foligno,0.04,22,25,Jake Middleton-Marcus Foligno
MIN,Marco Rossi,Matt Boldy,0.04,40,69,Marco Rossi-Matt Boldy
WPG,Kyle Connor,Mason Appleton,0.04,61,36,Kyle Connor-Mason Appleton
DET,Ben Chiarot,Dylan Larkin,0.04,69,20,Ben Chiarot-Dylan Larkin
NYR,K'Andre Miller,Ryan Lindgren,0.04,17,30,K'Andre Miller-Ryan Lindgren
WPG,David Gustafsson,Kyle Connor,0.04,61,7,David Gustafsson-Kyle Connor
DAL,Radek Faksa,Thomas Harley,0.04,19,47,Radek Faksa-Thomas Harley
CGY,Connor Zary,Rasmus Andersson,0.04,34,39,Connor Zary-Rasmus Andersson
MTL,Cole Caufield,Kaiden Guhle,0.04,65,22,Cole Caufield-Kaiden Guhle
NSH,Gustav Nyquist,Michael McCarron,0.04,22,75,Gustav Nyquist-Michael McCarron
PIT,Erik Karlsson,Kris Letang,0.04,56,51,Erik Karlsson-Kris Letang
PIT,Erik Karlsson,John Ludvig,0.04,56,5,Erik Karlsson-John Ludvig
NSH,Mark Jankowski,Ryan O'Reilly,0.04,15,69,Mark Jankowski-Ryan O'Reilly
NSH,Colton Sissons,Mark Jankowski,0.04,15,35,Colton Sissons-Mark Jankowski
COL,Bowen Byram,Kurtis MacDermid,0.04,29,3,Bowen Byram-Kurtis MacDermid
ANA,Isac Lundestrom,Jackson LaCombe,0.04,11,17,Isac Lundestrom-Jackson LaCombe
ANA,Frank Vatrano,Isac Lundestrom,0.04,11,60,Frank Vatrano-Isac Lundestrom
VAN,Elias Pettersson,Teddy Blueger,0.04,28,89,Elias Pettersson-Teddy Blueger
TBL,Nick Paul,Tanner Jeannot,0.04,14,46,Nick Paul-Tanner Jeannot
SEA,Adam Larsson,Jamie Oleksiak,0.04,18,15,Adam Larsson-Jamie Oleksiak
NYR,Adam Fox,Alexis Lafrenière,0.04,57,73,Adam Fox-Alexis Lafrenière
CGY,Kevin Rooney,Martin Pospisil,0.04,24,4,Kevin Rooney-Martin Pospisil
NYR,Chris Kreider,Kaapo Kakko,0.04,19,75,Chris Kreider-Kaapo Kakko
NYI,Hudson Fasching,Pierre Engvall,0.04,28,14,Hudson Fasching-Pierre Engvall
STL,Brayden Schenn,Colton Parayko,0.04,46,26,Brayden Schenn-Colton Parayko
WPG,Dylan DeMelo,Mark Scheifele,0.04,31,72,Dylan DeMelo-Mark Scheifele
STL,Alexey Toropchenko,Brayden Schenn,0.04,46,21,Alexey Toropchenko-Brayden Schenn
VGK,Brayden McNabb,Nicolas Roy,0.04,41,26,Brayden McNabb-Nicolas Roy
NYI,Alexander Romanov,Hudson Fasching,0.04,14,22,Alexander Romanov-Hudson Fasching
VGK,Mark Stone,Nicolas Roy,0.04,41,53,Mark Stone-Nicolas Roy
NYR,Artemi Panarin,Jonny Brodzinski,0.04,19,120,Artemi Panarin-Jonny Brodzinski
BUF,Owen Power,Zach Benson,0.04,30,33,Owen Power-Zach Benson
OTT,Mark Kastelic,Thomas Chabot,0.04,10,30,Mark Kastelic-Thomas Chabot
BUF,Casey Mittelstadt,Connor Clifton,0.04,18,57,Casey Mittelstadt-Connor Clifton
TBL,Mitchell Chaffee,Nikita Kucherov,0.04,7,144,Mitchell Chaffee-Nikita Kucherov
WSH,Beck Malenstyn,Evgeny Kuznetsov,0.04,21,24,Beck Malenstyn-Evgeny Kuznetsov
WSH,Aliaksei Protas,Beck Malenstyn,0.04,21,29,Aliaksei Protas-Beck Malenstyn
OTT,Artem Zub,Jake Sanderson,0.04,38,25,Artem Zub-Jake Sanderson
WPG,Cole Perfetti,Nino Niederreiter,0.04,34,38,Cole Perfetti-Nino Niederreiter
OTT,Jake Sanderson,Mathieu Joseph,0.04,38,35,Jake Sanderson-Mathieu Joseph
NYR,Kaapo Kakko,Mika Zibanejad,0.04,19,72,Kaapo Kakko-Mika Zibanejad
WSH,Martin Fehervary,Trevor van Riemsdyk,0.03,16,14,Martin Fehervary-Trevor van Riemsdyk
TBL,Brayden Point,Darren Raddysh,0.03,90,33,Brayden Point-Darren Raddysh
EDM,Brett Kulak,Evan Bouchard,0.03,82,16,Brett Kulak-Evan Bouchard
WSH,Nic Dowd,Rasmus Sandin,0.03,22,23,Nic Dowd-Rasmus Sandin
NYI,Kyle Palmieri,Ryan Pulock,0.03,54,19,Kyle Palmieri-Ryan Pulock
CGY,Dryden Hunt,Nazem Kadri,0.03,8,75,Dryden Hunt-Nazem Kadri
WPG,Logan Stanley,Neal Pionk,0.03,33,2,Logan Stanley-Neal Pionk
SJS,Mikael Granlund,Nikita Okhotiuk,0.03,9,60,Mikael Granlund-Nikita Okhotiuk
VAN,Conor Garland,Vasily Podkolzin,0.03,47,2,Conor Garland-Vasily Podkolzin
NYR,Barclay Goodrow,Zac Jones,0.03,9,12,Barclay Goodrow-Zac Jones
DET,Olli Maatta,Robby Fabbri,0.03,32,18,Olli Maatta-Robby Fabbri
BOS,Brandon Carlo,Charlie McAvoy,0.03,14,47,Brandon Carlo-Charlie McAvoy
STL,Colton Parayko,Nikita Alexandrov,0.03,2,26,Colton Parayko-Nikita Alexandrov
STL,Jordan Kyrou,Oskar Sundqvist,0.03,67,21,Jordan Kyrou-Oskar Sundqvist
SEA,Andre Burakovsky,Brian Dumoulin,0.03,16,16,Andre Burakovsky-Brian Dumoulin
SEA,Eeli Tolvanen,Tye Kartye,0.03,20,41,Eeli Tolvanen-Tye Kartye
PHI,Nicolas Deslauriers,Sean Couturier,0.03,38,4,Nicolas Deslauriers-Sean Couturier
BOS,Charlie Coyle,Charlie McAvoy,0.03,60,47,Charlie Coyle-Charlie McAvoy
COL,Bowen Byram,Ryan Johansen,0.03,29,23,Bowen Byram-Ryan Johansen
NSH,Cole Smith,Luke Schenn,0.03,7,23,Cole Smith-Luke Schenn
COL,Casey Mittelstadt,Ross Colton,0.03,40,57,Casey Mittelstadt-Ross Colton
TOR,Bobby McMann,Ryan Reaves,0.03,24,6,Bobby McMann-Ryan Reaves
PHI,Egor Zamula,Garnet Hathaway,0.03,21,17,Egor Zamula-Garnet Hathaway
CGY,Andrew Mangiapane,Yegor Sharangovich,0.03,59,40,Andrew Mangiapane-Yegor Sharangovich
ANA,Alex Killorn,Mason McTavish,0.03,36,42,Alex Killorn-Mason McTavish
CBJ,Boone Jenner,Erik Gudbranson,0.03,35,26,Boone Jenner-Erik Gudbranson
OTT,Jake Sanderson,Thomas Chabot,0.03,38,30,Jake Sanderson-Thomas Chabot
MTL,Arber Xhekaj,Josh Anderson,0.03,20,10,Arber Xhekaj-Josh Anderson
VGK,Ivan Barbashev,Pavel Dorofeyev,0.03,45,24,Ivan Barbashev-Pavel Dorofeyev
MTL,Jake Evans,Michael Pezzetta,0.03,28,12,Jake Evans-Michael Pezzetta
CAR,Brendan Lemieux,Jaccob Slavin,0.03,5,37,Brendan Lemieux-Jaccob Slavin
MIN,Kirill Kaprizov,Vinni Lettieri,0.03,96,9,Kirill Kaprizov-Vinni Lettieri
SJS,Justin Bailey,Tomas Hertl,0.03,14,38,Justin Bailey-Tomas Hertl
OTT,Mathieu Joseph,Zack MacEwen,0.03,35,3,Mathieu Joseph-Zack MacEwen
MIN,Jon Merrill,Marcus Johansson,0.03,30,11,Jon Merrill-Marcus Johansson
CBJ,Dmitri Voronkov,Johnny Gaudreau,0.03,60,34,Dmitri Voronkov-Johnny Gaudreau
WSH,Nic Dowd,Tom Wilson,0.03,22,35,Nic Dowd-Tom Wilson
BOS,Charlie McAvoy,Jakub Lauko,0.03,47,10,Charlie McAvoy-Jakub Lauko
VGK,Kaedan Korczak,Pavel Dorofeyev,0.03,24,9,Kaedan Korczak-Pavel Dorofeyev
VAN,Conor Garland,Tyler Myers,0.03,47,29,Conor Garland-Tyler Myers
CAR,Dmitry Orlov,Jaccob Slavin,0.03,26,37,Dmitry Orlov-Jaccob Slavin
DAL,Jason Robertson,Tyler Seguin,0.03,80,52,Jason Robertson-Tyler Seguin
DAL,Mason Marchment,Miro Heiskanen,0.03,53,54,Mason Marchment-Miro Heiskanen
TOR,David Kampf,John Tavares,0.03,19,65,David Kampf-John Tavares
CGY,Andrei Kuzmenko,Andrew Mangiapane,0.03,46,40,Andrei Kuzmenko-Andrew Mangiapane
NYI,Brock Nelson,Mathew Barzal,0.03,80,69,Brock Nelson-Mathew Barzal
NJD,Dawson Mercer,Kevin Bahl,0.03,11,33,Dawson Mercer-Kevin Bahl
VAN,Quinn Hughes,Teddy Blueger,0.03,28,92,Quinn Hughes-Teddy Blueger
VGK,Alex Pietrangelo,Brett Howden,0.03,19,33,Alex Pietrangelo-Brett Howden
TOR,Connor Dewar,Nicholas Robertson,0.03,19,27,Connor Dewar-Nicholas Robertson
CBJ,Andrew Peeke,Justin Danforth,0.03,10,26,Andrew Peeke-Justin Danforth
MIN,Connor Dewar,Jonas Brodin,0.03,27,19,Connor Dewar-Jonas Brodin
WPG,Josh Morrissey,Morgan Barron,0.03,18,69,Josh Morrissey-Morgan Barron
BUF,Mattias Samuelsson,Tage Thompson,0.03,56,7,Mattias Samuelsson-Tage Thompson
TBL,Brayden Point,Mitchell Chaffee,0.03,7,90,Brayden Point-Mitchell Chaffee
TBL,Luke Glendening,Tanner Jeannot,0.03,14,11,Luke Glendening-Tanner Jeannot
NYR,Artemi Panarin,Will Cuylle,0.03,21,120,Artemi Panarin-Will Cuylle
WPG,Dylan Samberg,Nate Schmidt,0.03,18,14,Dylan Samberg-Nate Schmidt
LAK,Alex Laferriere,Arthur Kaliyev,0.03,15,23,Alex Laferriere-Arthur Kaliyev
LAK,Anze Kopitar,Arthur Kaliyev,0.03,15,70,Anze Kopitar-Arthur Kaliyev
STL,Nick Leddy,Robert Thomas,0.03,86,28,Nick Leddy-Robert Thomas
CGY,Brayden Pachal,Jonathan Huberdeau,0.03,52,7,Brayden Pachal-Jonathan Huberdeau
STL,Brandon Saad,Oskar Sundqvist,0.03,42,21,Brandon Saad-Oskar Sundqvist
STL,Justin Faulk,Oskar Sundqvist,0.03,21,30,Justin Faulk-Oskar Sundqvist
NYI,Casey Cizikas,Noah Dobson,0.03,23,70,Casey Cizikas-Noah Dobson
OTT,Ridly Greig,Tim Stützle,0.03,26,70,Ridly Greig-Tim Stützle
LAK,Drew Doughty,Jordan Spence,0.03,50,24,Drew Doughty-Jordan Spence
MTL,Alex Newhook,Jordan Harris,0.03,34,14,Alex Newhook-Jordan Harris
MTL,David Savard,Jake Evans,0.03,28,24,David Savard-Jake Evans
MTL,Alex Newhook,Jake Evans,0.03,28,34,Alex Newhook-Jake Evans
CGY,Dryden Hunt,Walker Duehr,0.03,7,8,Dryden Hunt-Walker Duehr
CGY,Jonathan Huberdeau,Yegor Sharangovich,0.03,52,59,Jonathan Huberdeau-Yegor Sharangovich
NYI,Alexander Romanov,Ryan Pulock,0.02,19,22,Alexander Romanov-Ryan Pulock
OTT,Drake Batherson,Ridly Greig,0.02,66,26,Drake Batherson-Ridly Greig
MTL,Kaiden Guhle,Mike Matheson,0.02,22,62,Kaiden Guhle-Mike Matheson
OTT,Drake Batherson,Mathieu Joseph,0.02,66,35,Drake Batherson-Mathieu Joseph
LAK,Andreas Englund,Anze Kopitar,0.02,70,10,Andreas Englund-Anze Kopitar
VAN,Andrei Kuzmenko,Filip Hronek,0.02,46,48,Andrei Kuzmenko-Filip Hronek
WPG,Logan Stanley,Vladislav Namestnikov,0.02,2,37,Logan Stanley-Vladislav Namestnikov
LAK,Carl Grundstrom,Vladislav Gavrikov,0.02,23,12,Carl Grundstrom-Vladislav Gavrikov
STL,Jake Neighbours,Nathan Walker,0.02,38,13,Jake Neighbours-Nathan Walker
DAL,Roope Hintz,Tyler Seguin,0.02,65,52,Roope Hintz-Tyler Seguin
DAL,Logan Stankoven,Radek Faksa,0.02,19,14,Logan Stankoven-Radek Faksa
VGK,Keegan Kolesar,Pavel Dorofeyev,0.02,24,18,Keegan Kolesar-Pavel Dorofeyev
PHI,Cam York,Travis Konecny,0.02,30,68,Cam York-Travis Konecny
FLA,Evan Rodrigues,Jonah Gadjovich,0.02,4,39,Evan Rodrigues-Jonah Gadjovich
NYI,Casey Cizikas,Jean-Gabriel Pageau,0.02,23,33,Casey Cizikas-Jean-Gabriel Pageau
VAN,Ilya Mikheyev,Teddy Blueger,0.02,31,28,Ilya Mikheyev-Teddy Blueger
TOR,Conor Timmins,Nicholas Robertson,0.02,27,10,Conor Timmins-Nicholas Robertson
NYI,Mathew Barzal,Pierre Engvall,0.02,80,28,Mathew Barzal-Pierre Engvall
PIT,Matt Nieto,Ryan Graves,0.02,4,14,Matt Nieto-Ryan Graves
WPG,Mason Appleton,Morgan Barron,0.02,36,18,Mason Appleton-Morgan Barron
VGK,Brett Howden,William Karlsson,0.02,19,60,Brett Howden-William Karlsson
ANA,Frank Vatrano,Radko Gudas,0.02,60,18,Frank Vatrano-Radko Gudas
EDM,Brett Kulak,Connor McDavid,0.02,132,16,Brett Kulak-Connor McDavid
COL,Josh Manson,Samuel Girard,0.02,18,25,Josh Manson-Samuel Girard
COL,Josh Manson,Ryan Johansen,0.02,25,23,Josh Manson-Ryan Johansen
MTL,Johnathan Kovacevic,Josh Anderson,0.02,20,13,Johnathan Kovacevic-Josh Anderson
DET,Andrew Copp,J.T. Compher,0.02,48,33,Andrew Copp-J.T. Compher
DET,Dylan Larkin,J.T. Compher,0.02,48,69,Dylan Larkin-J.T. Compher
DET,J.T. Compher,Olli Maatta,0.02,48,18,J.T. Compher-Olli Maatta
SEA,Matty Beniers,Yanni Gourde,0.02,37,33,Matty Beniers-Yanni Gourde
VGK,Nicolas Hague,Pavel Dorofeyev,0.02,24,12,Nicolas Hague-Pavel Dorofeyev
MTL,Josh Anderson,Juraj Slafkovsky,0.02,20,50,Josh Anderson-Juraj Slafkovsky
MTL,Joel Armia,Josh Anderson,0.02,20,25,Joel Armia-Josh Anderson
MIN,Joel Eriksson Ek,Marco Rossi,0.02,40,64,Joel Eriksson Ek-Marco Rossi
PHI,Morgan Frost,Noah Cates,0.02,18,41,Morgan Frost-Noah Cates
MIN,Jonas Brodin,Mats Zuccarello,0.02,63,27,Jonas Brodin-Mats Zuccarello
MIN,Mats Zuccarello,Zach Bogosian,0.02,63,14,Mats Zuccarello-Zach Bogosian
OTT,Artem Zub,Josh Norris,0.02,25,30,Artem Zub-Josh Norris
TOR,Connor Dewar,William Nylander,0.02,19,98,Connor Dewar-William Nylander
NYR,Barclay Goodrow,Jacob Trouba,0.02,22,12,Barclay Goodrow-Jacob Trouba
MIN,Brock Faber,Jared Spurgeon,0.02,47,5,Brock Faber-Jared Spurgeon
ANA,Brock McGinn,Leo Carlsson,0.02,29,3,Brock McGinn-Leo Carlsson
CBJ,Adam Boqvist,Ivan Provorov,0.02,10,32,Adam Boqvist-Ivan Provorov
