Team,Player A,Player B,Correlation,Total Points A,Total Points B,pair_id
NYR,Filip Chytil,Vincent Trocheck,-0.48,6,77,Filip Chytil-Vincent Trocheck
SJS,Henry Thrun,Ty Emberson,-0.48,10,11,Henry Thrun-Ty Emberson
NYR,Chris Kreider,Matt Rempe,-0.49,75,2,Chris Kreider-Matt Rempe
CHI,Frank Nazar,Jason Dickinson,-0.5,35,1,Frank Nazar-Jason Dickinson
VGK,Brendan Brisson,Kaedan Korczak,-0.5,8,9,Brendan Brisson-Kaedan Korczak
BOS,Justin Brazeau,Pavel Zacha,-0.5,7,59,Justin Brazeau-Pavel Zacha
CHI,Frank Nazar,Landon Slaggert,-0.5,1,4,Frank Nazar-Landon Slaggert
CHI,Frank Nazar,Kevin Korchinski,-0.5,1,15,Frank Nazar-Kevin Korchinski
NYR,Adam Fox,Filip Chytil,-0.5,6,73,Adam Fox-Filip Chytil
ANA,Leo Carlsson,Sam Colangelo,-0.5,29,1,Leo Carlsson-Sam Colangelo
ANA,Ryan Strome,Sam Colangelo,-0.5,1,41,Ryan Strome-Sam Colangelo
CHI,Frank Nazar,Philipp Kurashev,-0.5,54,1,Frank Nazar-Philipp Kurashev
BUF,Jordan Greenway,Kale Clague,-0.5,28,1,Jordan Greenway-Kale Clague
CHI,Connor Bedard,Frank Nazar,-0.5,61,1,Connor Bedard-Frank Nazar
BUF,Kale Clague,Rasmus Dahlin,-0.5,1,59,Kale Clague-Rasmus Dahlin
BUF,Kale Clague,Peyton Krebs,-0.5,17,1,Kale Clague-Peyton Krebs
PIT,Jesse Puljujarvi,Michael Bunting,-0.51,55,4,Jesse Puljujarvi-Michael Bunting
VGK,Brendan Brisson,William Karlsson,-0.51,8,60,Brendan Brisson-William Karlsson
VGK,Kaedan Korczak,Shea Theodore,-0.52,9,42,Kaedan Korczak-Shea Theodore
CGY,Andrei Kuzmenko,Ilya Solovyov,-0.52,46,3,Andrei Kuzmenko-Ilya Solovyov
SJS,Logan Couture,William Eklund,-0.55,1,45,Logan Couture-William Eklund
EDM,Connor McDavid,Philip Broberg,-0.55,132,2,Connor McDavid-Philip Broberg
NYR,Adam Edstrom,Vincent Trocheck,-0.57,2,77,Adam Edstrom-Vincent Trocheck
NYI,Kyle MacLean,Oliver Wahlstrom,-0.58,9,6,Kyle MacLean-Oliver Wahlstrom
COL,Casey Mittelstadt,Chris Wagner,-0.58,57,2,Casey Mittelstadt-Chris Wagner
CGY,Daniil Miromanov,Ilya Solovyov,-0.58,7,3,Daniil Miromanov-Ilya Solovyov
VGK,Brendan Brisson,Mason Morelli,-0.61,8,4,Brendan Brisson-Mason Morelli
CGY,Connor Zary,Nikita Okhotiuk,-0.61,34,9,Connor Zary-Nikita Okhotiuk
BOS,Ian Mitchell,Pavel Zacha,-0.63,59,2,Ian Mitchell-Pavel Zacha
SJS,Thomas Bordeleau,Tomas Hertl,-0.63,11,38,Thomas Bordeleau-Tomas Hertl
VGK,Brendan Brisson,Mark Stone,-0.68,8,53,Brendan Brisson-Mark Stone
SJS,Collin Graf,William Eklund,-0.73,45,2,Collin Graf-William Eklund
BUF,Henri Jokiharju,Kale Clague,-0.87,1,20,Henri Jokiharju-Kale Clague
TOR,Calle Jarnkrok,Connor Dewar,-1.0,19,21,Calle Jarnkrok-Connor Dewar
COL,Chris Wagner,Jean-Luc Foudy,-1.0,1,2,Chris Wagner-Jean-Luc Foudy
WPG,Declan Chisholm,Mark Scheifele,-1.0,9,72,Declan Chisholm-Mark Scheifele
WPG,Declan Chisholm,Kyle Connor,-1.0,9,61,Declan Chisholm-Kyle Connor
WPG,Declan Chisholm,Nikolaj Ehlers,-1.0,9,61,Declan Chisholm-Nikolaj Ehlers
MTL,Josh Anderson,Kirby Dach,-1.0,20,2,Josh Anderson-Kirby Dach
BUF,Dylan Cozens,Kale Clague,-1.0,1,47,Dylan Cozens-Kale Clague
MTL,Kaiden Guhle,Kirby Dach,-1.0,2,22,Kaiden Guhle-Kirby Dach
BUF,Kale Clague,Tage Thompson,-1.0,1,56,Kale Clague-Tage Thompson
BUF,Alex Tuch,Kale Clague,-1.0,59,1,Alex Tuch-Kale Clague
MIN,Liam Ohgren,Ryan Hartman,-1.0,2,45,Liam Ohgren-Ryan Hartman
CHI,Frank Nazar,Nick Foligno,,37,1,Frank Nazar-Nick Foligno
CHI,Frank Nazar,Taylor Hall,,4,1,Frank Nazar-Taylor Hall
CHI,Landon Slaggert,Taylor Hall,,4,4,Landon Slaggert-Taylor Hall
CHI,Connor Murphy,Frank Nazar,,1,8,Connor Murphy-Frank Nazar
CHI,Alex Vlasic,Frank Nazar,,1,16,Alex Vlasic-Frank Nazar
CHI,Connor Murphy,Landon Slaggert,,4,8,Connor Murphy-Landon Slaggert
PIT,Jesse Puljujarvi,Noel Acciari,,7,4,Jesse Puljujarvi-Noel Acciari
PIT,Matt Nieto,Michael Bunting,,55,4,Matt Nieto-Michael Bunting
PIT,Jake Guentzel,Michael Bunting,,55,77,Jake Guentzel-Michael Bunting
PIT,Jesse Puljujarvi,Matt Nieto,,4,4,Jesse Puljujarvi-Matt Nieto
PIT,Jake Guentzel,Jesse Puljujarvi,,4,77,Jake Guentzel-Jesse Puljujarvi
TBL,Tanner Jeannot,Zach Bogosian,,14,14,Tanner Jeannot-Zach Bogosian
TBL,Mitchell Chaffee,Zach Bogosian,,14,7,Mitchell Chaffee-Zach Bogosian
TBL,Anthony Cirelli,Zach Bogosian,,14,45,Anthony Cirelli-Zach Bogosian
TBL,Michael Eyssimont,Zach Bogosian,,14,25,Michael Eyssimont-Zach Bogosian
TBL,Luke Glendening,Zach Bogosian,,14,11,Luke Glendening-Zach Bogosian
TBL,Brandon Hagel,Zach Bogosian,,14,75,Brandon Hagel-Zach Bogosian
TBL,Nikita Kucherov,Zach Bogosian,,14,144,Nikita Kucherov-Zach Bogosian
TBL,Nick Paul,Zach Bogosian,,14,46,Nick Paul-Zach Bogosian
TBL,Brayden Point,Zach Bogosian,,14,90,Brayden Point-Zach Bogosian
TBL,Conor Sheary,Zach Bogosian,,14,15,Conor Sheary-Zach Bogosian
TBL,Erik Cernak,Zach Bogosian,,14,13,Erik Cernak-Zach Bogosian
TBL,Victor Hedman,Zach Bogosian,,14,76,Victor Hedman-Zach Bogosian
TBL,Nick Perbix,Zach Bogosian,,14,24,Nick Perbix-Zach Bogosian
TBL,Darren Raddysh,Zach Bogosian,,14,33,Darren Raddysh-Zach Bogosian
VGK,Brayden Pachal,Daniil Miromanov,,7,7,Brayden Pachal-Daniil Miromanov
VGK,Daniil Miromanov,Tobias Bjornfot,,7,0,Daniil Miromanov-Tobias Bjornfot
VGK,Daniil Miromanov,Paul Cotter,,7,25,Daniil Miromanov-Paul Cotter
VGK,Daniil Miromanov,Ivan Barbashev,,7,45,Daniil Miromanov-Ivan Barbashev
VGK,Brendan Brisson,Daniil Miromanov,,7,8,Brendan Brisson-Daniil Miromanov
VGK,Daniil Miromanov,Grigori Denisenko,,7,0,Daniil Miromanov-Grigori Denisenko
VGK,Daniil Miromanov,Pavel Dorofeyev,,7,24,Daniil Miromanov-Pavel Dorofeyev
VGK,Daniil Miromanov,Jack Eichel,,7,68,Daniil Miromanov-Jack Eichel
VGK,Daniil Miromanov,Tomas Hertl,,7,38,Daniil Miromanov-Tomas Hertl
VGK,Brett Howden,Daniil Miromanov,,7,19,Brett Howden-Daniil Miromanov
VGK,Daniil Miromanov,William Karlsson,,7,60,Daniil Miromanov-William Karlsson
VGK,Daniil Miromanov,Keegan Kolesar,,7,18,Daniil Miromanov-Keegan Kolesar
VGK,Daniil Miromanov,Mason Morelli,,7,4,Daniil Miromanov-Mason Morelli
VGK,Daniil Miromanov,Jonas Rondbjerg,,7,3,Daniil Miromanov-Jonas Rondbjerg
VGK,Daniil Miromanov,Nicolas Roy,,7,41,Daniil Miromanov-Nicolas Roy
VGK,Daniil Miromanov,Mark Stone,,7,53,Daniil Miromanov-Mark Stone
VGK,Daniil Miromanov,Nicolas Hague,,7,12,Daniil Miromanov-Nicolas Hague
VGK,Daniil Miromanov,Noah Hanifin,,7,47,Daniil Miromanov-Noah Hanifin
VGK,Ben Hutton,Daniil Miromanov,,7,10,Ben Hutton-Daniil Miromanov
VGK,Daniil Miromanov,Kaedan Korczak,,7,9,Daniil Miromanov-Kaedan Korczak
VGK,Brayden McNabb,Daniil Miromanov,,7,26,Brayden McNabb-Daniil Miromanov
VGK,Alex Pietrangelo,Daniil Miromanov,,7,33,Alex Pietrangelo-Daniil Miromanov
VGK,Daniil Miromanov,Shea Theodore,,7,42,Daniil Miromanov-Shea Theodore
VGK,Daniil Miromanov,Zach Whitecloud,,7,14,Daniil Miromanov-Zach Whitecloud
VGK,Brayden Pachal,Tobias Bjornfot,,7,0,Brayden Pachal-Tobias Bjornfot
VGK,Brayden Pachal,Brendan Brisson,,7,8,Brayden Pachal-Brendan Brisson
VGK,Brayden Pachal,Grigori Denisenko,,7,0,Brayden Pachal-Grigori Denisenko
VGK,Brayden Pachal,Tomas Hertl,,7,38,Brayden Pachal-Tomas Hertl
VGK,Brayden Pachal,Brett Howden,,7,19,Brayden Pachal-Brett Howden
VGK,Brayden Pachal,Mason Morelli,,7,4,Brayden Pachal-Mason Morelli
VGK,Brayden Pachal,Noah Hanifin,,7,47,Brayden Pachal-Noah Hanifin
VGK,Brayden Pachal,Kaedan Korczak,,7,9,Brayden Pachal-Kaedan Korczak
VGK,Brayden Pachal,Zach Whitecloud,,7,14,Brayden Pachal-Zach Whitecloud
VGK,Paul Cotter,Tobias Bjornfot,,0,25,Paul Cotter-Tobias Bjornfot
VGK,Ivan Barbashev,Tobias Bjornfot,,0,45,Ivan Barbashev-Tobias Bjornfot
VGK,Brendan Brisson,Tobias Bjornfot,,0,8,Brendan Brisson-Tobias Bjornfot
VGK,Grigori Denisenko,Tobias Bjornfot,,0,0,Grigori Denisenko-Tobias Bjornfot
VGK,Pavel Dorofeyev,Tobias Bjornfot,,0,24,Pavel Dorofeyev-Tobias Bjornfot
VGK,Jack Eichel,Tobias Bjornfot,,0,68,Jack Eichel-Tobias Bjornfot
VGK,Tobias Bjornfot,Tomas Hertl,,0,38,Tobias Bjornfot-Tomas Hertl
VGK,Brett Howden,Tobias Bjornfot,,0,19,Brett Howden-Tobias Bjornfot
VGK,Tobias Bjornfot,William Karlsson,,0,60,Tobias Bjornfot-William Karlsson
VGK,Keegan Kolesar,Tobias Bjornfot,,0,18,Keegan Kolesar-Tobias Bjornfot
VGK,Mason Morelli,Tobias Bjornfot,,0,4,Mason Morelli-Tobias Bjornfot
VGK,Jonas Rondbjerg,Tobias Bjornfot,,0,3,Jonas Rondbjerg-Tobias Bjornfot
VGK,Nicolas Roy,Tobias Bjornfot,,0,41,Nicolas Roy-Tobias Bjornfot
VGK,Mark Stone,Tobias Bjornfot,,0,53,Mark Stone-Tobias Bjornfot
VGK,Nicolas Hague,Tobias Bjornfot,,0,12,Nicolas Hague-Tobias Bjornfot
VGK,Noah Hanifin,Tobias Bjornfot,,0,47,Noah Hanifin-Tobias Bjornfot
VGK,Ben Hutton,Tobias Bjornfot,,0,10,Ben Hutton-Tobias Bjornfot
VGK,Kaedan Korczak,Tobias Bjornfot,,0,9,Kaedan Korczak-Tobias Bjornfot
VGK,Brayden McNabb,Tobias Bjornfot,,0,26,Brayden McNabb-Tobias Bjornfot
VGK,Alex Pietrangelo,Tobias Bjornfot,,0,33,Alex Pietrangelo-Tobias Bjornfot
VGK,Shea Theodore,Tobias Bjornfot,,0,42,Shea Theodore-Tobias Bjornfot
VGK,Tobias Bjornfot,Zach Whitecloud,,0,14,Tobias Bjornfot-Zach Whitecloud
VGK,Grigori Denisenko,Paul Cotter,,25,0,Grigori Denisenko-Paul Cotter
VGK,Grigori Denisenko,Ivan Barbashev,,45,0,Grigori Denisenko-Ivan Barbashev
VGK,Brendan Brisson,Grigori Denisenko,,8,0,Brendan Brisson-Grigori Denisenko
VGK,Brendan Brisson,Tomas Hertl,,8,38,Brendan Brisson-Tomas Hertl
VGK,Brendan Brisson,Jonas Rondbjerg,,8,3,Brendan Brisson-Jonas Rondbjerg
VGK,Ben Hutton,Brendan Brisson,,8,10,Ben Hutton-Brendan Brisson
VGK,Grigori Denisenko,Pavel Dorofeyev,,0,24,Grigori Denisenko-Pavel Dorofeyev
VGK,Grigori Denisenko,Jack Eichel,,0,68,Grigori Denisenko-Jack Eichel
VGK,Grigori Denisenko,Tomas Hertl,,0,38,Grigori Denisenko-Tomas Hertl
VGK,Brett Howden,Grigori Denisenko,,0,19,Brett Howden-Grigori Denisenko
VGK,Grigori Denisenko,William Karlsson,,0,60,Grigori Denisenko-William Karlsson
VGK,Grigori Denisenko,Keegan Kolesar,,0,18,Grigori Denisenko-Keegan Kolesar
VGK,Grigori Denisenko,Mason Morelli,,0,4,Grigori Denisenko-Mason Morelli
VGK,Grigori Denisenko,Jonas Rondbjerg,,0,3,Grigori Denisenko-Jonas Rondbjerg
VGK,Grigori Denisenko,Nicolas Roy,,0,41,Grigori Denisenko-Nicolas Roy
VGK,Grigori Denisenko,Mark Stone,,0,53,Grigori Denisenko-Mark Stone
VGK,Grigori Denisenko,Nicolas Hague,,0,12,Grigori Denisenko-Nicolas Hague
VGK,Grigori Denisenko,Noah Hanifin,,0,47,Grigori Denisenko-Noah Hanifin
VGK,Ben Hutton,Grigori Denisenko,,0,10,Ben Hutton-Grigori Denisenko
VGK,Grigori Denisenko,Kaedan Korczak,,0,9,Grigori Denisenko-Kaedan Korczak
VGK,Brayden McNabb,Grigori Denisenko,,0,26,Brayden McNabb-Grigori Denisenko
VGK,Alex Pietrangelo,Grigori Denisenko,,0,33,Alex Pietrangelo-Grigori Denisenko
VGK,Grigori Denisenko,Shea Theodore,,0,42,Grigori Denisenko-Shea Theodore
VGK,Grigori Denisenko,Zach Whitecloud,,0,14,Grigori Denisenko-Zach Whitecloud
VGK,Mason Morelli,Pavel Dorofeyev,,24,4,Mason Morelli-Pavel Dorofeyev
VGK,Jack Eichel,Mason Morelli,,68,4,Jack Eichel-Mason Morelli
VGK,Mason Morelli,Tomas Hertl,,38,4,Mason Morelli-Tomas Hertl
VGK,Jonas Rondbjerg,Tomas Hertl,,38,3,Jonas Rondbjerg-Tomas Hertl
VGK,Mark Stone,Tomas Hertl,,38,53,Mark Stone-Tomas Hertl
VGK,Nicolas Hague,Tomas Hertl,,38,12,Nicolas Hague-Tomas Hertl
VGK,Ben Hutton,Tomas Hertl,,38,10,Ben Hutton-Tomas Hertl
VGK,Kaedan Korczak,Tomas Hertl,,38,9,Kaedan Korczak-Tomas Hertl
VGK,Alex Pietrangelo,Tomas Hertl,,38,33,Alex Pietrangelo-Tomas Hertl
VGK,Brett Howden,Mason Morelli,,19,4,Brett Howden-Mason Morelli
VGK,Jonas Rondbjerg,Mason Morelli,,4,3,Jonas Rondbjerg-Mason Morelli
VGK,Mason Morelli,Noah Hanifin,,4,47,Mason Morelli-Noah Hanifin
VGK,Ben Hutton,Mason Morelli,,4,10,Ben Hutton-Mason Morelli
VGK,Kaedan Korczak,Mason Morelli,,4,9,Kaedan Korczak-Mason Morelli
VGK,Jonas Rondbjerg,Noah Hanifin,,3,47,Jonas Rondbjerg-Noah Hanifin
VGK,Mark Stone,Noah Hanifin,,53,47,Mark Stone-Noah Hanifin
VGK,Nicolas Hague,Noah Hanifin,,12,47,Nicolas Hague-Noah Hanifin
VGK,Kaedan Korczak,Noah Hanifin,,47,9,Kaedan Korczak-Noah Hanifin
BOS,John Beecher,Marc McLaughlin,,10,1,John Beecher-Marc McLaughlin
BOS,Georgii Merkulov,John Beecher,,10,0,Georgii Merkulov-John Beecher
BOS,Justin Brazeau,Patrick Brown,,7,1,Justin Brazeau-Patrick Brown
BOS,Justin Brazeau,Marc McLaughlin,,7,1,Justin Brazeau-Marc McLaughlin
BOS,Georgii Merkulov,Justin Brazeau,,7,0,Georgii Merkulov-Justin Brazeau
BOS,Justin Brazeau,Matthew Poitras,,7,15,Justin Brazeau-Matthew Poitras
BOS,Ian Mitchell,Justin Brazeau,,7,2,Ian Mitchell-Justin Brazeau
BOS,Morgan Geekie,Patrick Brown,,1,39,Morgan Geekie-Patrick Brown
BOS,Marc McLaughlin,Patrick Brown,,1,1,Marc McLaughlin-Patrick Brown
BOS,Georgii Merkulov,Patrick Brown,,1,0,Georgii Merkulov-Patrick Brown
BOS,Ian Mitchell,Patrick Brown,,1,2,Ian Mitchell-Patrick Brown
BOS,Andrew Peeke,Patrick Brown,,1,10,Andrew Peeke-Patrick Brown
BOS,Parker Wotherspoon,Patrick Brown,,1,8,Parker Wotherspoon-Patrick Brown
BOS,Charlie Coyle,Marc McLaughlin,,60,1,Charlie Coyle-Marc McLaughlin
BOS,Charlie Coyle,Georgii Merkulov,,60,0,Charlie Coyle-Georgii Merkulov
BOS,Marc McLaughlin,Trent Frederic,,40,1,Marc McLaughlin-Trent Frederic
BOS,Georgii Merkulov,Trent Frederic,,40,0,Georgii Merkulov-Trent Frederic
BOS,Marc McLaughlin,Morgan Geekie,,39,1,Marc McLaughlin-Morgan Geekie
BOS,Georgii Merkulov,Morgan Geekie,,39,0,Georgii Merkulov-Morgan Geekie
BOS,Brad Marchand,Marc McLaughlin,,67,1,Brad Marchand-Marc McLaughlin
BOS,Brad Marchand,Georgii Merkulov,,67,0,Brad Marchand-Georgii Merkulov
BOS,Georgii Merkulov,Marc McLaughlin,,1,0,Georgii Merkulov-Marc McLaughlin
BOS,David Pastrnak,Marc McLaughlin,,1,110,David Pastrnak-Marc McLaughlin
BOS,Marc McLaughlin,Matthew Poitras,,1,15,Marc McLaughlin-Matthew Poitras
BOS,Marc McLaughlin,Pavel Zacha,,1,59,Marc McLaughlin-Pavel Zacha
BOS,Brandon Carlo,Marc McLaughlin,,1,14,Brandon Carlo-Marc McLaughlin
BOS,Hampus Lindholm,Marc McLaughlin,,1,26,Hampus Lindholm-Marc McLaughlin
BOS,Marc McLaughlin,Mason Lohrei,,1,13,Marc McLaughlin-Mason Lohrei
BOS,Charlie McAvoy,Marc McLaughlin,,1,47,Charlie McAvoy-Marc McLaughlin
BOS,Ian Mitchell,Marc McLaughlin,,1,2,Ian Mitchell-Marc McLaughlin
BOS,Andrew Peeke,Marc McLaughlin,,1,10,Andrew Peeke-Marc McLaughlin
BOS,Marc McLaughlin,Parker Wotherspoon,,1,8,Marc McLaughlin-Parker Wotherspoon
BOS,Jakub Lauko,Marc McLaughlin,,1,10,Jakub Lauko-Marc McLaughlin
BOS,David Pastrnak,Georgii Merkulov,,0,110,David Pastrnak-Georgii Merkulov
BOS,Georgii Merkulov,Matthew Poitras,,0,15,Georgii Merkulov-Matthew Poitras
BOS,Georgii Merkulov,Pavel Zacha,,0,59,Georgii Merkulov-Pavel Zacha
BOS,Brandon Carlo,Georgii Merkulov,,0,14,Brandon Carlo-Georgii Merkulov
BOS,Georgii Merkulov,Hampus Lindholm,,0,26,Georgii Merkulov-Hampus Lindholm
BOS,Georgii Merkulov,Mason Lohrei,,0,13,Georgii Merkulov-Mason Lohrei
BOS,Charlie McAvoy,Georgii Merkulov,,0,47,Charlie McAvoy-Georgii Merkulov
BOS,Georgii Merkulov,Ian Mitchell,,0,2,Georgii Merkulov-Ian Mitchell
BOS,Andrew Peeke,Georgii Merkulov,,0,10,Andrew Peeke-Georgii Merkulov
BOS,Georgii Merkulov,Parker Wotherspoon,,0,8,Georgii Merkulov-Parker Wotherspoon
BOS,Georgii Merkulov,Jakub Lauko,,0,10,Georgii Merkulov-Jakub Lauko
BOS,Andrew Peeke,Matthew Poitras,,15,10,Andrew Peeke-Matthew Poitras
BOS,Andrew Peeke,Brandon Carlo,,14,10,Andrew Peeke-Brandon Carlo
BOS,Andrew Peeke,Mason Lohrei,,13,10,Andrew Peeke-Mason Lohrei
BOS,Andrew Peeke,Ian Mitchell,,2,10,Andrew Peeke-Ian Mitchell
CAR,Jackson Blake,Sebastian Aho,,89,0,Jackson Blake-Sebastian Aho
CAR,Bradly Nadeau,Sebastian Aho,,89,0,Bradly Nadeau-Sebastian Aho
CAR,Dylan Coghlan,Sebastian Aho,,89,0,Dylan Coghlan-Sebastian Aho
CAR,Scott Morrow,Sebastian Aho,,89,0,Scott Morrow-Sebastian Aho
CAR,Jack Drury,Jackson Blake,,0,27,Jack Drury-Jackson Blake
CAR,Jackson Blake,Jesper Fast,,0,19,Jackson Blake-Jesper Fast
CAR,Jackson Blake,Seth Jarvis,,0,67,Jackson Blake-Seth Jarvis
CAR,Jackson Blake,Jesperi Kotkaniemi,,0,27,Jackson Blake-Jesperi Kotkaniemi
CAR,Evgeny Kuznetsov,Jackson Blake,,0,24,Evgeny Kuznetsov-Jackson Blake
CAR,Brendan Lemieux,Jackson Blake,,0,5,Brendan Lemieux-Jackson Blake
CAR,Bradly Nadeau,Jackson Blake,,0,0,Bradly Nadeau-Jackson Blake
CAR,Jackson Blake,Martin Necas,,0,53,Jackson Blake-Martin Necas
CAR,Jackson Blake,Jordan Staal,,0,30,Jackson Blake-Jordan Staal
CAR,Andrei Svechnikov,Jackson Blake,,0,52,Andrei Svechnikov-Jackson Blake
CAR,Brent Burns,Jackson Blake,,0,43,Brent Burns-Jackson Blake
CAR,Jackson Blake,Jalen Chatfield,,0,22,Jackson Blake-Jalen Chatfield
CAR,Dylan Coghlan,Jackson Blake,,0,0,Dylan Coghlan-Jackson Blake
CAR,Jackson Blake,Scott Morrow,,0,0,Jackson Blake-Scott Morrow
CAR,Dmitry Orlov,Jackson Blake,,0,26,Dmitry Orlov-Jackson Blake
CAR,Jaccob Slavin,Jackson Blake,,0,37,Jaccob Slavin-Jackson Blake
CAR,Jackson Blake,Michael Bunting,,0,55,Jackson Blake-Michael Bunting
CAR,Jackson Blake,Jake Guentzel,,0,77,Jackson Blake-Jake Guentzel
CAR,Evgeny Kuznetsov,Jack Drury,,27,24,Evgeny Kuznetsov-Jack Drury
CAR,Bradly Nadeau,Jack Drury,,27,0,Bradly Nadeau-Jack Drury
CAR,Dylan Coghlan,Jack Drury,,27,0,Dylan Coghlan-Jack Drury
CAR,Jack Drury,Scott Morrow,,27,0,Jack Drury-Scott Morrow
CAR,Jack Drury,Jake Guentzel,,27,77,Jack Drury-Jake Guentzel
CAR,Bradly Nadeau,Jesper Fast,,19,0,Bradly Nadeau-Jesper Fast
CAR,Dylan Coghlan,Jesper Fast,,19,0,Dylan Coghlan-Jesper Fast
CAR,Jesper Fast,Scott Morrow,,19,0,Jesper Fast-Scott Morrow
CAR,Bradly Nadeau,Seth Jarvis,,67,0,Bradly Nadeau-Seth Jarvis
CAR,Dylan Coghlan,Seth Jarvis,,67,0,Dylan Coghlan-Seth Jarvis
CAR,Scott Morrow,Seth Jarvis,,67,0,Scott Morrow-Seth Jarvis
CAR,Bradly Nadeau,Jesperi Kotkaniemi,,27,0,Bradly Nadeau-Jesperi Kotkaniemi
CAR,Dylan Coghlan,Jesperi Kotkaniemi,,27,0,Dylan Coghlan-Jesperi Kotkaniemi
CAR,Jesperi Kotkaniemi,Scott Morrow,,27,0,Jesperi Kotkaniemi-Scott Morrow
CAR,Bradly Nadeau,Evgeny Kuznetsov,,24,0,Bradly Nadeau-Evgeny Kuznetsov
CAR,Dylan Coghlan,Evgeny Kuznetsov,,24,0,Dylan Coghlan-Evgeny Kuznetsov
CAR,Evgeny Kuznetsov,Scott Morrow,,24,0,Evgeny Kuznetsov-Scott Morrow
CAR,Evgeny Kuznetsov,Michael Bunting,,24,55,Evgeny Kuznetsov-Michael Bunting
CAR,Bradly Nadeau,Brendan Lemieux,,5,0,Bradly Nadeau-Brendan Lemieux
CAR,Brendan Lemieux,Dylan Coghlan,,5,0,Brendan Lemieux-Dylan Coghlan
CAR,Brendan Lemieux,Scott Morrow,,5,0,Brendan Lemieux-Scott Morrow
CAR,Bradly Nadeau,Martin Necas,,0,53,Bradly Nadeau-Martin Necas
CAR,Bradly Nadeau,Jordan Staal,,0,30,Bradly Nadeau-Jordan Staal
CAR,Andrei Svechnikov,Bradly Nadeau,,0,52,Andrei Svechnikov-Bradly Nadeau
CAR,Bradly Nadeau,Brent Burns,,0,43,Bradly Nadeau-Brent Burns
CAR,Bradly Nadeau,Jalen Chatfield,,0,22,Bradly Nadeau-Jalen Chatfield
CAR,Bradly Nadeau,Dylan Coghlan,,0,0,Bradly Nadeau-Dylan Coghlan
CAR,Bradly Nadeau,Scott Morrow,,0,0,Bradly Nadeau-Scott Morrow
CAR,Bradly Nadeau,Dmitry Orlov,,0,26,Bradly Nadeau-Dmitry Orlov
CAR,Bradly Nadeau,Jaccob Slavin,,0,37,Bradly Nadeau-Jaccob Slavin
CAR,Bradly Nadeau,Michael Bunting,,0,55,Bradly Nadeau-Michael Bunting
CAR,Bradly Nadeau,Jake Guentzel,,0,77,Bradly Nadeau-Jake Guentzel
CAR,Dylan Coghlan,Martin Necas,,53,0,Dylan Coghlan-Martin Necas
CAR,Martin Necas,Scott Morrow,,53,0,Martin Necas-Scott Morrow
CAR,Dylan Coghlan,Jordan Staal,,30,0,Dylan Coghlan-Jordan Staal
CAR,Jordan Staal,Scott Morrow,,30,0,Jordan Staal-Scott Morrow
CAR,Andrei Svechnikov,Dylan Coghlan,,52,0,Andrei Svechnikov-Dylan Coghlan
CAR,Andrei Svechnikov,Scott Morrow,,52,0,Andrei Svechnikov-Scott Morrow
CAR,Brent Burns,Dylan Coghlan,,43,0,Brent Burns-Dylan Coghlan
CAR,Brent Burns,Scott Morrow,,43,0,Brent Burns-Scott Morrow
CAR,Dylan Coghlan,Jalen Chatfield,,22,0,Dylan Coghlan-Jalen Chatfield
CAR,Jalen Chatfield,Scott Morrow,,22,0,Jalen Chatfield-Scott Morrow
CAR,Dylan Coghlan,Scott Morrow,,0,0,Dylan Coghlan-Scott Morrow
CAR,Dmitry Orlov,Dylan Coghlan,,0,26,Dmitry Orlov-Dylan Coghlan
CAR,Dylan Coghlan,Jaccob Slavin,,0,37,Dylan Coghlan-Jaccob Slavin
CAR,Dylan Coghlan,Michael Bunting,,0,55,Dylan Coghlan-Michael Bunting
CAR,Dylan Coghlan,Jake Guentzel,,0,77,Dylan Coghlan-Jake Guentzel
CAR,Dmitry Orlov,Scott Morrow,,0,26,Dmitry Orlov-Scott Morrow
CAR,Jaccob Slavin,Scott Morrow,,0,37,Jaccob Slavin-Scott Morrow
CAR,Michael Bunting,Scott Morrow,,0,55,Michael Bunting-Scott Morrow
CAR,Jake Guentzel,Scott Morrow,,0,77,Jake Guentzel-Scott Morrow
CGY,Nikita Okhotiuk,Walker Duehr,,7,9,Nikita Okhotiuk-Walker Duehr
CGY,Ilya Solovyov,Walker Duehr,,7,3,Ilya Solovyov-Walker Duehr
CGY,Dryden Hunt,Nikita Okhotiuk,,8,9,Dryden Hunt-Nikita Okhotiuk
CGY,Dryden Hunt,Ilya Solovyov,,8,3,Dryden Hunt-Ilya Solovyov
CGY,Dryden Hunt,Nick DeSimone,,8,7,Dryden Hunt-Nick DeSimone
CGY,Andrei Kuzmenko,Nick DeSimone,,46,7,Andrei Kuzmenko-Nick DeSimone
CGY,Kevin Rooney,Nikita Okhotiuk,,4,9,Kevin Rooney-Nikita Okhotiuk
CGY,Kevin Rooney,Nick DeSimone,,4,7,Kevin Rooney-Nick DeSimone
CGY,Connor Zary,Joel Hanley,,34,5,Connor Zary-Joel Hanley
CGY,Joel Hanley,Nikita Okhotiuk,,5,9,Joel Hanley-Nikita Okhotiuk
CGY,Ilya Solovyov,Joel Hanley,,5,3,Ilya Solovyov-Joel Hanley
CGY,Joel Hanley,Nick DeSimone,,5,7,Joel Hanley-Nick DeSimone
CGY,Joel Hanley,Noah Hanifin,,5,47,Joel Hanley-Noah Hanifin
